CompoundID,Primary_Target_Assay,Primary_Target_Assay_BioActivity,MW,Molecular_Weight,TPSA,ClogP,LogD,Num_H_Donors,Num_H_Acceptors,Num_AromaticRings,F_SP3,Drug_Class,Cell Permeability,Cmpd Solubility (uM),fafg (Rat),Bioavailability (Rat),"Clint,mic (L/hr/kg) (Rat)"
CM-2209044,JAK1 EC50(uM),0.0144,,329.35,49.22,1.119,1.1186,1,5,3,0.52941,Class C,,137,,,8.7
CM-2214256,JAK1 EC50(uM),0.0184,,316.37,55.21,1.354,1.3536,1,5,3,0.52941,Class C,46.2,579,,,41.2
CM-2216194,JAK1 EC50(uM),0.0249,,323.39,58.45,0.372,0.0508,1,6,3,0.55556,Class C,54.6,613,,,17.9
CM-2221573,JAK1 EC50(uM),0.00753,,277.32,69.77,0.789,0.7884,1,5,3,0.4375,Class C,66.6,254,,,18.1
CM-2223261,JAK1 EC50(uM),0.0158,,296.37,55.21,1.67,1.6694,1,5,3,0.52941,Class C,58.1,85.2,,,17
CM-2232530,JAK1 EC50(uM),0.0272,,357.4,49.22,0.968,-1.6936,1,5,3,0.57895,Class C,37,287,,,26.9
CM-2236226,JAK1 EC50(uM),0.0285,,362.37,64.44,1.288,1.2877,1,6,3,0.55556,Class C,45.9,424,,,38.5
CM-2238881,JAK1 EC50(uM),0.0227,,401.45,58.45,1.939,0.8355,1,6,3,0.61905,Class C,33.1,141,,,106
CM-2240726,JAK1 EC50(uM),0.00928,,349.43,58.45,0.761,0.3948,1,6,3,0.6,Class C,,441,,,14.7
CM-2240727,JAK1 EC50(uM),0.0228,,391.39,58.45,1.387,1.3386,1,6,3,0.57895,Class C,40.3,7,,,23.5
CM-2241026,JAK1 EC50(uM),0.0271,,351.37,58.87,2.967,2.967,1,5,3,0.58824,Class C,34.4,11,0.596,56,2.5
CM-2247962,JAK1 EC50(uM),0.0096,,349.36,68.1,1.535,1.5339,1,6,4,0.31579,Class C,34.1,,,,
CM-2254966,JAK1 EC50(uM),0.212,,271.29,49.22,0.736,0.7306,1,5,3,0.42857,Class C,49.7,574,,,7.57
CM-2256887,JAK1 EC50(uM),0.01,,304.34,45.98,2.06,2.0588,1,4,3,0.5,Class C,33.6,134,,,30.1
CM-2262805,JAK1 EC50(uM),0.0108,,394.39,64.44,1.383,1.3833,1,6,3,0.57895,Class C,35.7,58,,,23.9
CM-2263283,JAK1 EC50(uM),0.0123,,344.36,55.21,1.277,1.2769,1,5,3,0.55556,Class C,51.6,154,,,17.6
CM-2268740,JAK1 EC50(uM),0.0426,,379.38,68.1,1.962,1.9619,1,6,3,0.61111,Class C,45.3,23,,,9.11
CM-2270785,JAK1 EC50(uM),0.112,,294.35,67.64,2.202,2.2021,0,5,3,0.47059,Class C,59.3,605,,,10.9
CM-2271182,JAK1 EC50(uM),0.122,,310.35,76.87,1.885,1.8854,0,6,3,0.47059,Class C,,,,,15.7
CM-2271467,JAK1 EC50(uM),0.0128,,348.39,55.21,2.445,2.4445,1,5,3,0.55556,Class C,40.4,192,,,48.8
CM-2271718,JAK1 EC50(uM),0.106,,296.32,76.87,1.185,1.1848,0,6,3,0.4375,Class C,49.5,642,0.78,71,4.17
CM-2277329,JAK1 EC50(uM),0.0224,,344.36,55.73,1.201,1.2007,1,5,3,0.55556,Class C,46.6,5,,,2.5
CM-2279479,JAK1 EC50(uM),0.0533,,387.43,68.1,1.811,1.8108,1,6,3,0.65,Class C,44.9,27,,,2.5
CM-2280887,JAK1 EC50(uM),0.0137,,363.39,68.1,1.568,1.5678,1,6,4,0.35,Class C,32.8,39,,,29.7
CM-2281224,JAK1 EC50(uM),0.138,,351.38,79.1,1.409,1.4092,2,6,4,0.31579,Class C,41.2,,,,83.8
CM-2281743,JAK1 EC50(uM),0.0119,,336.31,55.21,1.59,1.5896,1,5,3,0.5,Class C,45.1,215,,,16.1
CM-2282590,JAK1 EC50(uM),0.0241,,386.44,55.73,2.753,2.7527,1,5,3,0.61905,Class C,29.5,6,,,3.74
CM-2066682,JAK1 EC50(uM),0.0131,,346.43,66.21,2.543,2.5423,2,5,4,0.33333,Class C,37.4,153,,,34.6
CM-2101251,JAK1 EC50(uM),0.00649,,296.37,66.21,1.312,1.3113,2,5,3,0.52941,Class C,56.1,24,,,2.5
CM-2141335,JAK1 EC50(uM),0.0141,,270.3,46.5,1.578,1.5781,1,4,3,0.46667,Class C,40.6,108,,,2.5
CM-2154215,JAK1 EC50(uM),0.0164,,330.33,55.21,0.833,0.8323,1,5,3,0.52941,Class C,27.1,205,,,10.5
CM-2158762,JAK1 EC50(uM),0.0244,,333.38,58.87,2.268,2.2678,1,5,3,0.58824,Class C,34.9,61,1.01,68.6,3.52
CM-2162281,JAK1 EC50(uM),0.00673,,375.42,58.45,0.872,-1.4052,1,6,3,0.57895,Class C,50.5,47,,,16.4
CM-2163216,JAK1 EC50(uM),0.0346,,394.37,55.21,1.448,1.4481,1,5,3,0.57895,Class C,24.4,5,,,2.5
CM-2169475,JAK1 EC50(uM),0.0108,,329.35,69.77,2.01,2.0099,1,5,3,0.47059,Class C,44.1,,,,2.5
CM-2170368,JAK1 EC50(uM),0.0228,,366.36,55.21,2.501,2.5003,1,5,4,0.3,Class C,2.84,13,,,142
CM-2170988,JAK1 EC50(uM),0.0366,,376.4,64.44,1.448,1.4479,1,6,3,0.57895,Class C,,,,,
CM-2170989,JAK1 EC50(uM),0.0178,,362.37,64.44,1.178,1.1776,1,6,3,0.55556,Class C,42.6,45,,,28.8
CM-2174820,JAK1 EC50(uM),0.0216,,357.4,69.77,2.741,2.7414,1,5,3,0.52632,Class C,48.4,14,,,2.5
CM-2175329,JAK1 EC50(uM),0.0189,,342.37,64.44,0.216,0.2155,1,6,3,0.55556,Class C,52.6,12,,,36.4
CM-2177137,JAK1 EC50(uM),0.0198,,383.39,79,0.984,0.9836,1,6,3,0.55,Class C,52.7,5,,,2.5
CM-2177139,JAK1 EC50(uM),0.0219,,376.38,55.21,1.107,1.1072,1,5,3,0.57895,Class C,31.1,,,,2.5
CM-2196323,JAK1 EC50(uM),0.00594,,326.37,55.21,1.121,1.1209,1,5,3,0.55556,Class C,45.1,81.7,,,177
CM-2216202,JAK1 EC50(uM),0.00671,,343.37,58.01,1.337,-0.7761,2,5,3,0.55556,Class C,14.9,491,,,16
CM-2216239,JAK1 EC50(uM),0.0169,,353.44,49.22,2.013,1.9472,1,5,3,0.6,Class C,,5,,,
CM-2220383,JAK1 EC50(uM),0.0667,,404.43,55.21,2.267,2.2653,1,5,3,0.61905,Class C,23.2,15,,,2.5
CM-2229554,JAK1 EC50(uM),0.0265,,352.41,55.21,1.192,1.1923,1,5,3,0.6,Class C,39.8,12.1,,,2.5
CM-2249046,JAK1 EC50(uM),0.0089,,349.36,68.1,1.535,1.5339,1,6,4,0.31579,Class C,39.2,10,,,13.2
CM-2252288,JAK1 EC50(uM),0.0374,,363.39,68.1,1.678,1.6774,1,6,4,0.35,Class C,41.3,20,,,2.5
CM-2252289,JAK1 EC50(uM),0.066,,363.39,68.1,1.678,1.6774,1,6,4,0.35,Class C,48.3,185,,,10.9
CM-2279803,JAK1 EC50(uM),0.0745,,351.38,83.79,1.313,1.3127,2,7,4,0.33333,Class C,51.9,5,,,2.5
CM-2279813,JAK1 EC50(uM),0.142,,347.36,67.23,0.526,0.2861,2,6,3,0.52941,Class C,48.6,246,,,30.1
CM-2280886,JAK1 EC50(uM),0.0154,,363.39,68.1,1.568,1.5678,1,6,4,0.35,Class C,42.5,23,,,29.5
CM-2281840,JAK1 EC50(uM),0.0243,,365.41,83.79,1.444,1.4441,2,7,4,0.36842,Class C,36.7,9,,,57.5
CM-2285476,JAK1 EC50(uM),0.0183,,375.39,58.01,0.573,-1.6858,2,5,3,0.57895,Class C,39.3,,,,2.5
CM-2285477,JAK1 EC50(uM),0.0274,,351.38,83.79,1.111,1.1105,2,7,4,0.33333,Class C,53.8,183,,,14.9
CM-2016649,JAK1 EC50(uM),0.0223,,281.31,79.52,0.983,0.983,1,6,3,0.4,Class C,30.3,,,,17.8
CM-1982205,JAK1 EC50(uM),0.115,,489.57,116.22,2.581,2.4602,3,11,4,0.36,Class C,17.1,496,,,3.42
CM-1771635,JAK1 EC50(uM),0.054,,445.54,133.55,1.388,1.3876,4,10,2,0.45,Class C,38.1,,,,2.5
CM-1986055,JAK1 EC50(uM),0.169,,293.33,86.41,1.548,1.5028,1,7,3,0.33333,Class C,35.4,,,,2.5
CM-1988454,JAK1 EC50(uM),0.0277,,414.48,112.16,1.825,1.6404,2,10,3,0.5,Class C,37,8.04,,,
CM-1982226,JAK1 EC50(uM),3,,373.21,69.11,2.462,2.4617,0,6,4,0.14286,Class C,49.9,19.5,,,
CM-2115536,JAK1 EC50(uM),0.0635,,265.31,58.87,1.081,1.0805,1,5,3,0.4,Class C,67.8,397,,,9.9
CM-2152647,JAK1 EC50(uM),0.0313,,372.41,55.21,1.791,,1,5,3,0.6,Class C,32,12.9,,,11.8
CM-2163627,JAK1 EC50(uM),0.0959,,310.39,55.21,1.858,1.8576,1,5,3,0.55556,Class C,23.3,34,,,3810
CM-2151278,JAK1 EC50(uM),0.0151,,306.36,55.21,1.223,1.2219,1,5,3,0.44444,Class C,31.3,174,,,30.7
CM-2164964,JAK1 EC50(uM),0.0223,,334.36,55.21,1.83,1.8293,1,5,3,0.52941,Class C,42.8,328,,,19.5
CM-2204214,JAK1 EC50(uM),0.0327,,335.35,68.1,2.021,2.0209,1,6,3,0.5625,Class C,55.9,311,,,2.5
CM-2172038,JAK1 EC50(uM),0.0811,,449.44,58.45,1.454,1.4539,1,6,3,0.63636,Class C,34.6,,,,2.5
CM-2228411,JAK1 EC50(uM),0.0221,,345.39,58.87,2.087,2.0869,1,5,3,0.61111,Class C,43.4,26.1,0.583,49,2.5
CM-2246584,JAK1 EC50(uM),0.0576,,333.38,58.87,2.268,2.2678,1,5,3,0.58824,Class C,42.7,22.9,,,2.5
CM-2247989,JAK1 EC50(uM),0.00904,,358.39,55.21,1.267,1.2665,1,5,3,0.57895,Class C,37.6,16,,,18.8
CM-2255171,JAK1 EC50(uM),0.0228,,345.39,58.87,2.279,2.2792,1,5,3,0.61111,Class C,32.8,8,,,28.3
CM-2217362,JAK1 EC50(uM),0.0159,,342.39,45.98,2.251,2.25,1,4,3,0.57895,Class C,2.11,0.82,,,2.5
CM-2267365,JAK1 EC50(uM),0.00556,,344.36,55.21,1.222,1.2214,1,5,3,0.55556,Class C,44.4,313,,,3.38
CM-2215353,JAK1 EC50(uM),0.0327,,374.43,55.21,2.339,2.3381,1,5,3,0.6,Class C,27.8,7,,,32.4
CM-2268211,JAK1 EC50(uM),0.0276,,376.38,55.21,1.98,1.9794,1,5,3,0.57895,Class C,17.6,,,,22.3
CM-2247991,JAK1 EC50(uM),0.0247,,358.39,55.21,1.267,1.2665,1,5,3,0.57895,Class C,30.4,29,,,29.8
CM-2241317,JAK1 EC50(uM),0.00871,,358.39,55.21,1.732,1.7317,1,5,3,0.57895,Class C,32.8,21.5,,,87.1
CM-2214703,JAK1 EC50(uM),0.0259,,340.37,45.98,1.889,1.888,1,4,3,0.47368,Class C,4.42,10.4,,,5.64
CM-2273519,JAK1 EC50(uM),0.0724,,400.46,55.21,2.68,2.6802,1,5,3,0.63636,Class C,4.79,10,,,52.3
CM-2266543,JAK1 EC50(uM),0.0274,,362.35,55.21,1.713,1.7129,1,5,3,0.55556,Class C,21.4,4,,,18.1
CM-2170606,JAK1 EC50(uM),0.0228,,358.39,55.21,1.347,1.346,1,5,3,0.57895,Class C,32,,,,6.85
CM-2170603,JAK1 EC50(uM),0.0602,,338.38,55.21,0.748,0.7472,1,5,3,0.57895,Class C,41.5,,,,2.5
CM-2266542,JAK1 EC50(uM),0.032,,358.39,55.21,1.28,1.2799,1,5,3,0.57895,Class C,23.5,,,,27
CM-2240890,JAK1 EC50(uM),0.0149,,340.39,55.21,1.364,1.3635,1,5,3,0.57895,Class C,43.2,6,,,38.3
CM-2273265,JAK1 EC50(uM),0.0599,,400.46,55.21,2.68,2.6802,1,5,3,0.63636,Class C,,8,,,12.2
CM-2241316,JAK1 EC50(uM),0.0142,,358.39,55.21,1.732,1.7317,1,5,3,0.57895,Class C,40.3,2.5,,,2.5
CM-2164769,JAK1 EC50(uM),0.0544,,400.46,55.21,2.57,2.5696,1,5,3,0.63636,Class C,,,,,74.8
CM-2164108,JAK1 EC50(uM),0.0192,,378.39,55.21,2.813,2.8127,1,5,3,0.57895,Class C,5.75,3,,,2.5
CM-2267363,JAK1 EC50(uM),0.00383,,344.36,55.21,1.222,1.2214,1,5,3,0.55556,Class C,48.3,27,,,83.2
CM-2215354,JAK1 EC50(uM),0.0299,,378.39,55.21,2.525,2.5242,1,5,3,0.57895,Class C,25.2,14.8,,,2.5
CM-2158695,JAK1 EC50(uM),0.0312,,429.36,57.69,2.546,2.5461,0,5,1,0.52632,Class C,,42,,,19
CM-2158789,JAK1 EC50(uM),0.0208,,429.36,57.69,2.546,2.5461,0,5,1,0.52632,Class C,,,,,2.5
CM-2101235,JAK1 EC50(uM),0.0679,,328.41,75.44,0.901,0.9005,2,6,3,0.55556,Class C,38.7,542,,,11.4
CM-2107910,JAK1 EC50(uM),0.0346,,353.44,49.22,1.332,-1.1255,1,5,3,0.6,Class C,2.86,303,,,19.9
CM-1987854,JAK1 EC50(uM),0.0333,,307.39,49.22,1.839,0.435,1,5,3,0.44444,Class C,30.5,392,,,21.2
CM-2004122,JAK1 EC50(uM),0.0704,,349.38,58.45,1.654,0.2081,1,6,3,0.52941,Class C,39.5,466,,,12
CM-1997025,JAK1 EC50(uM),0.0313,,333.38,49.22,1.489,1.3793,1,5,3,0.52941,Class C,53.3,20,,,8
CM-2006735,JAK1 EC50(uM),0.0475,,359.42,49.22,1.486,-0.9388,1,5,3,0.57895,Class C,39.3,303,,,8.44
CM-2035871,JAK1 EC50(uM),0.0373,,359.42,49.22,1.859,0.6192,1,5,3,0.57895,Class C,16.5,164,,,9.56
CM-1997973,JAK1 EC50(uM),0.041,,363.4,58.45,1.428,1.3198,1,6,3,0.55556,Class C,35.1,539,,,16.1
CM-2035396,JAK1 EC50(uM),0.0218,,377.41,49.22,2.504,1.7729,1,5,3,0.57895,Class C,18.6,142,,,16.7
CM-2044846,JAK1 EC50(uM),0.0354,,387.47,49.22,2.424,0.1399,1,5,3,0.61905,Class C,0.793,303,,,9.96
CM-2072002,JAK1 EC50(uM),0.00676,,308.38,55.21,1.766,1.7653,1,5,3,0.44444,Class C,64.4,165,,,121
CM-2208731,JAK1 EC50(uM),0.0979,,330.34,62.11,0.616,0.6164,1,6,3,0.5625,Class C,44.9,256,,,6.12
CM-2216215,JAK1 EC50(uM),0.0991,,358.39,62.11,0.965,0.9361,1,6,3,0.61111,Class C,51.4,386,,,61.7
CM-2216212,JAK1 EC50(uM),0.776,,294.35,70.9,0.17,-2.5,2,6,3,0.5625,Class C,,287,,,
CM-2216204,JAK1 EC50(uM),0.0676,,335.4,58.45,0.38,-0.1135,1,6,3,0.57895,Class C,,303,,,
CM-2216205,JAK1 EC50(uM),0.153,,335.4,58.45,0.05,-0.842,1,6,3,0.57895,Class C,30.1,577,,,11.3
CM-2216213,JAK1 EC50(uM),0.143,,344.36,62.11,0.887,0.8641,1,6,3,0.58824,Class C,50.7,234,,,2.5
CM-2216227,JAK1 EC50(uM),0.107,,362.35,62.11,1.088,0.8281,1,6,3,0.58824,Class C,45.3,249,,,13.5
CM-2216193,JAK1 EC50(uM),0.00754,,343.37,49.22,1.39,1.3603,1,5,3,0.55556,Class C,53.3,360,,,60.5
CM-2216219,JAK1 EC50(uM),0.344,,358.39,62.11,1.157,0.0489,1,6,3,0.61111,Class C,,170,,,
CM-2216221,JAK1 EC50(uM),0.129,,344.36,70.9,0.834,-1.2783,2,6,3,0.58824,Class C,,137,,,
CM-2216218,JAK1 EC50(uM),0.139,,404.39,71.34,0.562,0.2637,1,7,3,0.63158,Class C,35.4,303,,,10.5
CM-2216200,JAK1 EC50(uM),0.0156,,357.4,49.22,1.66,0.4539,1,5,3,0.57895,Class C,40.8,5,,,34.4
CM-2216195,JAK1 EC50(uM),0.0165,,357.4,49.22,1.468,1.4307,1,5,3,0.57895,Class C,50.9,279,,,
CM-2216198,JAK1 EC50(uM),0.0232,,403.4,58.45,1.065,0.7215,1,6,3,0.6,Class C,16.9,255,,,29.5
CM-2216233,JAK1 EC50(uM),0.0236,,399.48,49.22,2.802,2.6346,1,5,3,0.63636,Class C,,10.4,,,133
CM-2216216,JAK1 EC50(uM),0.361,,378.35,71.34,1.517,1.4905,1,7,3,0.58824,Class C,52.1,254,,,2.5
CM-2216208,JAK1 EC50(uM),0.00849,,361.36,49.22,1.651,1.3468,1,5,3,0.55556,Class C,35.3,63,,,42.6
CM-2216237,JAK1 EC50(uM),0.0269,,445.48,58.45,2.399,1.5448,1,6,3,0.65217,Class C,,5.2,,,
CM-2216214,JAK1 EC50(uM),0.5,,324.38,71.34,-0.131,-0.3924,1,7,3,0.58824,Class C,,187,,,
CM-2216246,JAK1 EC50(uM),0.0311,,403.44,49.22,2.912,2.1146,1,5,3,0.61905,Class C,,85.3,,,
CM-2216196,JAK1 EC50(uM),0.0172,,377.36,58.45,2.02,1.9872,1,6,3,0.55556,Class C,19.9,14,,,14
CM-2216217,JAK1 EC50(uM),0.896,,326.37,70.9,-0.027,-2.5752,2,6,3,0.58824,Class C,,254,,,
CM-2216225,JAK1 EC50(uM),0.994,,338.41,71.34,-0.077,-2.6553,1,7,3,0.61111,Class C,,303,,,
CM-2216207,JAK1 EC50(uM),0.0165,,343.37,49.22,1.006,0.2913,1,5,3,0.55556,Class C,,384,,,30.5
CM-2216228,JAK1 EC50(uM),0.237,,372.41,62.11,0.908,-0.714,1,6,3,0.63158,Class C,32.6,449,,,7.27
CM-2216206,JAK1 EC50(uM),0.0605,,337.42,58.45,0.425,-2.1531,1,6,3,0.57895,Class C,,580,,,12.1
CM-2216220,JAK1 EC50(uM),0.227,,312.34,62.11,0.176,0.1664,1,6,3,0.5625,Class C,35.1,288,,,2.5
CM-2216226,JAK1 EC50(uM),0.096,,344.36,62.11,0.443,-0.1916,1,6,3,0.58824,Class C,34.3,561,,,4.87
CM-2216197,JAK1 EC50(uM),0.0323,,325.38,58.01,0.476,-2.073,2,5,3,0.55556,Class C,,171,,,
CM-2216201,JAK1 EC50(uM),0.0741,,311.36,49.22,0.679,0.6657,1,5,3,0.52941,Class C,21.3,610,,,18.1
CM-2216209,JAK1 EC50(uM),0.247,,371.43,49.22,1.411,-0.3091,1,5,3,0.6,Class C,9.29,134,,,51
CM-2216223,JAK1 EC50(uM),0.557,,336.39,71.34,-0.123,-0.5365,1,7,3,0.61111,Class C,25.1,303,,,7.41
CM-2216203,JAK1 EC50(uM),0.0723,,349.43,58.45,0.097,-2.4565,1,6,3,0.6,Class C,37.5,479,,,31.4
CM-2216224,JAK1 EC50(uM),3,,336.39,71.34,-0.452,-1.248,1,7,3,0.61111,Class C,3.2,408,,,11.5
CM-2216222,JAK1 EC50(uM),2.08,,350.42,71.34,-0.406,-2.8548,1,7,3,0.63158,Class C,,303,,,6
CM-2240887,JAK1 EC50(uM),0.365,,333.43,49.22,1.392,-0.919,1,5,3,0.6,Class C,,595,,,35.2
CM-2240903,JAK1 EC50(uM),0.234,,347.46,49.22,1.966,-0.6154,1,5,3,0.61905,Class C,37.8,653,,,28.8
CM-2240895,JAK1 EC50(uM),0.0647,,385.45,49.22,2.16,-0.3433,1,5,3,0.61905,Class C,7.87,590,,,14.6
CM-2241055,JAK1 EC50(uM),0.0439,,355.38,49.22,0.858,0.1523,1,5,3,0.57895,Class C,19.6,75,,,65.7
CM-2241018,JAK1 EC50(uM),3,,428.47,64.44,1.72,1.6739,1,6,3,0.65217,Class C,29.2,5,,,2.5
CM-2240893,JAK1 EC50(uM),0.0464,,385.45,49.22,2.16,-0.3433,1,5,3,0.61905,Class C,8.64,445,,,16.2
CM-2241017,JAK1 EC50(uM),3,,428.47,64.44,1.72,1.6739,1,6,3,0.65217,Class C,36.3,6,,,2.5
CM-2245397,JAK1 EC50(uM),0.0696,,359.42,58.87,2.532,2.5315,1,5,3,0.63158,Class C,25.3,,,,2.5
CM-2240904,JAK1 EC50(uM),0.572,,414.45,64.44,1.275,1.2296,1,6,3,0.63636,Class C,45.6,52,,,2.5
CM-2240198,JAK1 EC50(uM),0.0694,,351.45,58.45,1.205,0.4687,1,6,3,0.6,Class C,41.3,580,,,21.3
CM-2240691,JAK1 EC50(uM),0.524,,414.45,64.44,1.275,1.2296,1,6,3,0.63636,Class C,38.4,62,,,
CM-2240200,JAK1 EC50(uM),0.0424,,337.42,58.45,0.788,0.2829,1,6,3,0.57895,Class C,35.2,594,,,16.4
CM-2240197,JAK1 EC50(uM),0.0945,,349.43,58.45,0.897,0.1095,1,6,3,0.6,Class C,0.21,592,,,19.5
CM-2240194,JAK1 EC50(uM),0.0332,,337.42,58.45,0.788,0.2999,1,6,3,0.57895,Class C,0.305,460,,,30.1
CM-2241183,JAK1 EC50(uM),0.0597,,402.44,64.44,1.456,1.4551,1,6,3,0.61905,Class C,50.8,13,,,60.2
CM-2240195,JAK1 EC50(uM),0.0367,,349.43,58.45,0.897,0.285,1,6,3,0.6,Class C,47.4,86,,,60.2
CM-2240735,JAK1 EC50(uM),0.111,,351.45,58.45,1.311,0.5961,1,6,3,0.6,Class C,,503,,,39.4
CM-2240724,JAK1 EC50(uM),0.0281,,391.39,58.45,1.387,1.3386,1,6,3,0.57895,Class C,41.2,12,,,22.3
CM-2240721,JAK1 EC50(uM),0.0802,,351.45,58.45,1.205,0.4687,1,6,3,0.6,Class C,,547,,,16.6
CM-2240472,JAK1 EC50(uM),0.0235,,380.36,64.44,1.699,1.6982,1,6,3,0.55556,Class C,60.4,162,,,13.4
CM-2240732,JAK1 EC50(uM),0.0881,,337.42,58.45,0.788,0.2829,1,6,3,0.57895,Class C,,624,,,14.8
CM-2240722,JAK1 EC50(uM),0.059,,355.41,58.45,0.632,0.3374,1,6,3,0.57895,Class C,,472,,,19.8
CM-2240736,JAK1 EC50(uM),0.0411,,351.45,58.45,1.311,0.5961,1,6,3,0.6,Class C,30.8,561,,,62.6
CM-2240730,JAK1 EC50(uM),0.111,,351.45,58.45,1.205,0.4687,1,6,3,0.6,Class C,34.6,590,,,32.5
CM-2245400,JAK1 EC50(uM),0.0119,,358.39,55.21,1.267,1.2665,1,5,3,0.57895,Class C,39,30,,,24.2
CM-2240196,JAK1 EC50(uM),0.0495,,355.41,58.45,0.632,0.3374,1,6,3,0.57895,Class C,59.5,620,,,20.2
CM-2240729,JAK1 EC50(uM),0.133,,351.45,58.45,1.311,0.6832,1,6,3,0.6,Class C,20.3,577,,,25.6
CM-2245415,JAK1 EC50(uM),0.042,,388.41,64.44,1.386,1.386,1,6,3,0.6,Class C,59.7,192,,,73.5
CM-2243776,JAK1 EC50(uM),0.0521,,362.37,64.44,1.21,1.2094,1,6,3,0.55556,Class C,60.5,259,,,46.1
CM-2245398,JAK1 EC50(uM),0.12,,359.42,58.87,2.532,2.5315,1,5,3,0.63158,Class C,21.1,4,,,2.5
CM-2240723,JAK1 EC50(uM),0.0351,,349.43,58.45,0.761,0.1488,1,6,3,0.6,Class C,,467,,,6.86
CM-2245371,JAK1 EC50(uM),0.05,,388.41,64.44,1.386,1.386,1,6,3,0.6,Class C,52,157,,,70.1
CM-2240720,JAK1 EC50(uM),0.219,,351.45,58.45,1.205,0.5088,1,6,3,0.6,Class C,,,,,40
CM-2240737,JAK1 EC50(uM),0.0287,,351.45,58.45,1.205,0.4915,1,6,3,0.6,Class C,22.9,584,,,23.6
